Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 POPCEN)","POPULATION
(2015 POPCEN)",
023112015,Dicaraoyan,Bgy,,,,R, 410 ,
023112016,Dugayong,Bgy,,,,R, 717 ,
023112017,Fugu,Bgy,,,,R," 1,000 ",
023112018,Garit Norte,Bgy,,,,U," 1,185 ",
023112019,Garit Sur,Bgy,,,,R, 604 ,
023112020,Gucab,Bgy,,,,R," 2,710 ",
023112021,Gumbauan,Bgy,,,,R," 1,946 ",
023112023,Ipil,Bgy,,,,U," 2,168 ",
023112024,Libertad,Bgy,,,,R," 1,846 ",
023112025,Mabbayad,Bgy,,,,R, 708 ,
023112026,Mabuhay,Bgy,,,,R, 699 ,
023112027,Madadamian,Bgy,,,,R, 888 ,
023112028,Magleticia,Bgy,,,,R, 641 ,
023112029,Malibago,Bgy,,,,R," 1,538 ",
023112030,Maligaya,Bgy,,,,R," 2,196 ",
023112031,Malitao,Bgy,,,,R," 1,731 ",
023112032,Narra,Bgy,,,,R," 2,072 ",
023112033,Nilumisu,Bgy,,,,R," 1,001 ",
023112034,Pag-asa,Bgy,,,,R," 1,664 ",
023112036,Pangal Norte,Bgy,,,,R," 1,467 ",
023112037,Pangal Sur,Bgy,,,,R," 1,324 ",
023112039,Rumang-ay,Bgy,,,,R, 537 ,
023112040,Salay,Bgy,,,,R, 816 ,
023112041,Salvacion,Bgy,,,,R, 709 ,
023112042,San Antonio Ugad,Bgy,,,,R, 618 ,
023112043,San Antonio Minit,Bgy,,,,R, 971 ,
023112044,San Carlos,Bgy,,,,R," 1,086 ",
023112045,San Fabian,Bgy,,,,U," 3,363 ",
023112046,San Felipe,Bgy,,,,R," 1,337 ",
023112047,San Juan,Bgy,,,,R," 1,103 ",
023112048,San Manuel,Bgy,,,,R," 1,308 ",
023112049,San Miguel,Bgy,,,,R, 669 ,
023112050,San Salvador,Bgy,,,,R, 581 ,
023112051,Santa Ana,Bgy,,,,R, 916 ,
023112052,Santa Cruz,Bgy,,,,R, 636 ,
023112053,Santa Maria,Bgy,,,,R," 1,240 ",
023112054,Santa Monica,Bgy,,,,R, 948 ,
023112055,Santo Domingo,Bgy,,,,R," 1,285 ",
023112056,Silauan Sur (Pob.),Bgy,,,,R," 1,730 ",
023112057,Silauan Norte (Pob.),Bgy,,,,R," 1,665 ",
023112058,Sinabbaran,Bgy,,,,R," 1,342 ",
023112059,Soyung,Bgy,,,,U," 2,875 ",
023112060,Taggappan,Bgy,,,,R," 1,774 ",
023112061,Tuguegarao,Bgy,,,,R," 2,168 ",
023112062,Villa Campo,Bgy,,,,R, 871 ,
023112063,Villa Fermin,Bgy,,,,R, 980 ,
023112064,Villa Rey,Bgy,,,,R, 501 ,
023112065,Villa Victoria,Bgy,,,,R, 390 ,
023112066,Cabugao (Pob.),Bgy,,,,R," 1,752 ",
023112067,Diasan,Bgy,,,,R, 716 ,
023113000,Gamu,Mun,,,4th,," 29,904 ",
023113002,Barcolan,Bgy,,,,R, 940 ,
023113004,Buenavista,Bgy,,,,R, 999 ,
023113005,Dammao,Bgy,,,,R, 623 ,
023113006,Furao,Bgy,,,,R," 2,522 ",
023113009,Guibang,Bgy,,,,R," 2,802 ",
023113010,Lenzon,Bgy,,,,R," 1,001 ",
023113011,Linglingay,Bgy,,,,R," 1,345 ",
023113012,Mabini,Bgy,,,,R," 4,608 ",
023113016,Pintor,Bgy,,,,R," 1,366 ",
023113017,District I (Pob.),Bgy,,,,R, 969 ,
023113018,District II (Pob.),Bgy,,,,R," 1,984 ",
023113019,District III (Pob.),Bgy,,,,U," 2,704 ",
023113020,Rizal,Bgy,,,,R, 366 ,
023113021,Songsong,Bgy,,,,R," 1,514 ",
023113024,Union,Bgy,,,,R," 1,065 ",
023113025,Upi,Bgy,,,,U," 5,096 ",
023114000,City of Ilagan (Capital),City,,CC,1st (as Mun),," 145,568 ",
023114001,Cabeseria 27,Bgy,Abuan,,,R, 897 ,
023114002,Aggasian,Bgy,,,,R," 3,629 ",
023114003,Alibagu,Bgy,,,,U," 6,928 ",
023114004,Allinguigan 1st,Bgy,,,,R," 1,896 ",
023114005,Allinguigan 2nd,Bgy,,,,R," 2,914 ",
023114006,Allinguigan 3rd,Bgy,,,,R," 1,229 ",
023114008,Arusip,Bgy,,,,R, 919 ,
023114009,Baculod (Pob.),Bgy,,,,R," 4,090 ",
023114011,Bagumbayan (Pob.),Bgy,,,,U," 2,286 ",
023114013,Baligatan,Bgy,,,,U," 2,104 ",
023114014,Ballacong,Bgy,,,,R, 764 ,
023114015,Bangag,Bgy,,,,R," 1,219 ",
023114016,Cabeseria 5,Bgy,Baribad,,,R, 832 ,
023114017,Batong-Labang,Bgy,,,,R," 2,314 ",
023114018,Bigao,Bgy,,,,R," 1,590 ",
023114020,Cabeseria 4,Bgy,San Manuel,,,R, 604 ,
023114023,Cabannungan 1st,Bgy,,,,R, 756 ,
023114024,Cabannungan 2nd,Bgy,,,,R," 1,822 ",
023114025,Cabeseria 6 & 24,Bgy,Villa Marcos,,,R," 1,126 ",
023114027,Cabeseria 19,Bgy,Villa Suerte,,,R, 818 ,
023114029,Cabeseria 25,Bgy,Sta. Lucia,,,R, 995 ,
023114030,Cabeseria 3,Bgy,San Fernando,,,R, 851 ,
023114031,Cabeseria 23,Bgy,San Francisco,,,R, 943 ,
023114032,Cadu,Bgy,,,,R, 562 ,
023114033,Calamagui 1st,Bgy,,,,U," 3,619 ",
023114034,Calamagui 2nd,Bgy,,,,U," 3,109 ",
023114035,Camunatan,Bgy,,,,R, 922 ,
023114037,Capellan,Bgy,,,,R," 2,942 ",
023114038,Capo,Bgy,,,,R, 992 ,
023114039,Cabeseria 9 and 11,Bgy,Capogotan,,,R," 1,431 ",
023114040,Carikkikan Norte,Bgy,,,,R, 457 ,
023114041,Carikkikan Sur,Bgy,,,,R, 173 ,
023114042,Cabeseria 14 and 16,Bgy,Casilagan,,,R," 2,530 ",
023114044,Cabeseria 2,Bgy,Dappat,,,R," 1,125 ",
023114045,Fugu,Bgy,,,,R," 1,582 ",
023114046,Fuyo,Bgy,,,,R, 850 ,
023114047,Gayong-Gayong Norte,Bgy,,,,R, 792 ,
023114048,Gayong-Gayong Sur,Bgy,,,,R," 1,204 ",
023114049,Guinatan,Bgy,,,,U," 1,654 ",
023114050,Lullutan,Bgy,,,,R," 2,340 ",
023114051,Cabeseria 10,Bgy,Lapigui,,,R," 1,960 ",
023114052,Malalam,Bgy,,,,R," 1,839 ",
023114053,Malasin,Bgy,Angeles,,,R," 1,251 ",
023114054,Manaring,Bgy,,,,R," 2,399 ",
023114055,Mangcuram,Bgy,,,,R, 973 ,
023114056,Villa Imelda,Bgy,Maplas,,,R," 1,095 ",
023114057,Marana I,Bgy,,,,U," 1,551 ",
023114058,Marana II,Bgy,,,,R, 582 ,
023114059,Marana III,Bgy,,,,R, 619 ,
023114060,Minabang,Bgy,,,,R," 1,505 ",
023114061,Morado,Bgy,,,,R, 972 ,
023114062,Naguilian Norte,Bgy,,,,R," 2,808 ",
023114063,Naguilian Sur,Bgy,,,,R," 1,231 ",
023114064,Namnama,Bgy,,,,R," 1,095 ",
023114065,Nanaguan,Bgy,,,,R, 477 ,
023114066,Cabeseria 7,Bgy,Nangalisan,,,R, 810 ,
023114067,Osmeña,Bgy,Sinippil,,,U," 3,347 ",
023114068,Paliueg,Bgy,,,,R," 1,449 ",
023114070,Pasa,Bgy,,,,R," 1,021 ",
023114071,Pilar,Bgy,,,,R, 819 ,
023114072,Quimalabasa,Bgy,,,,R, 368 ,
023114073,Rang-ayan,Bgy,Bintacan,,,R," 1,353 ",
023114074,Rugao,Bgy,,,,R," 1,211 ",
023114075,Cabeseria 22,Bgy,Sablang,,,R, 914 ,
023114076,Salindingan,Bgy,,,,R," 1,312 ",
023114077,San Andres,Bgy,Angarilla,,,R," 1,072 ",
023114079,Centro - San Antonio,Bgy,,,,R," 4,143 ",
023114080,San Felipe,Bgy,,,,R, 996 ,
023114081,San Ignacio,Bgy,Canapi,,,R," 2,923 ",
023114082,San Isidro,Bgy,,,,R," 1,415 ",
023114083,San Juan,Bgy,,,,R," 1,906 ",
023114084,San Lorenzo,Bgy,,,,R," 1,187 ",
023114085,San Pablo,Bgy,,,,R, 362 ,
023114086,Cabeseria 17 and 21,Bgy,San Rafael,,,R," 1,235 ",
023114087,San Vicente (Pob.),Bgy,,,,U," 2,439 ",
023114088,Santa Barbara (Pob.),Bgy,,,,U," 1,102 ",
023114089,Santa Catalina,Bgy,,,,R, 891 ,
023114091,Santa Isabel Norte,Bgy,,,,R," 2,296 ",
023114092,Santa Isabel Sur,Bgy,,,,R," 4,612 ",
023114093,Santa Victoria,Bgy,,,,R," 1,561 ",
023114094,Santo Tomas,Bgy,,,,R, 893 ,
023114095,Siffu,Bgy,,,,R," 1,482 ",
023114096,Sindon Bayabo,Bgy,,,,R," 2,132 ",
023114097,Sindon Maride,Bgy,,,,R, 688 ,
023114098,Sipay,Bgy,,,,R, 645 ,
023114099,Tangcul,Bgy,,,,R," 1,154 ",
023114100,Centro Poblacion,Bgy,,,,R, 497 ,
023114101,Bagong Silang,Bgy,,,,R, 578 ,
023114102,Imelda Bliss Village,Bgy,,,,U," 6,135 ",
023114103,San Rodrigo,Bgy,,,,R," 1,221 ",
023114104,Santa Maria,Bgy,Cabeseria 8,,,R," 1,232 ",
023115000,Jones,Mun,,,1st,," 45,666 ",
023115001,Abulan,Bgy,,,,R," 1,026 ",
023115002,Addalam,Bgy,,,,R, 541 ,
023115003,Arubub,Bgy,,,,R, 454 ,
023115004,Bannawag,Bgy,,,,R, 604 ,
023115005,Bantay,Bgy,,,,R, 274 ,
023115006,Barangay I (Pob.),Bgy,,,,U," 2,296 ",
023115007,Barangay II (Pob.),Bgy,,,,U," 3,345 ",
023115008,Barangcuag,Bgy,,,,R, 509 ,
023115009,Dalibubon,Bgy,,,,R," 1,049 ",
023115010,Daligan,Bgy,,,,R, 851 ,
023115011,Diarao,Bgy,,,,R," 1,690 ",
023115012,Dibuluan,Bgy,,,,R," 2,114 ",
023115013,Dicamay I,Bgy,,,,R," 1,318 ",
023115014,Dicamay II,Bgy,,,,R," 1,477 ",
023115015,Dipangit,Bgy,,,,R, 563 ,
023115016,Disimpit,Bgy,,,,R, 561 ,
023115017,Divinan,Bgy,,,,R, 765 ,
023115018,Dumawing,Bgy,,,,R," 1,126 ",
023115019,Fugu,Bgy,,,,R," 1,339 ",
023115020,Lacab,Bgy,,,,R, 678 ,
023115021,Linamanan,Bgy,,,,R, 875 ,
023115022,Linomot,Bgy,,,,R," 1,893 ",
023115023,Malannit,Bgy,,,,R," 1,010 ",
023115024,Minuri,Bgy,,,,R," 2,601 ",
023115025,Namnama,Bgy,,,,R, 847 ,
023115026,Napaliong,Bgy,,,,R," 1,652 ",
023115028,Palagao,Bgy,,,,R, 531 ,
023115030,Papan Este,Bgy,,,,R, 736 ,
023115031,Papan Weste,Bgy,,,,R, 349 ,
023115032,Payac,Bgy,,,,R," 1,427 ",
023115033,Pongpongan,Bgy,,,,R, 495 ,
023115034,San Antonio,Bgy,,,,R, 749 ,
023115035,San Isidro,Bgy,,,,R," 1,145 ",
023115036,San Jose,Bgy,,,,R, 441 ,
023115037,San Roque,Bgy,,,,R, 235 ,
023115038,San Sebastian,Bgy,,,,R, 878 ,
023115039,San Vicente,Bgy,,,,R," 2,309 ",
023115040,Santa Isabel,Bgy,,,,R, 576 ,
023115041,Santo Domingo,Bgy,,,,R," 1,427 ",
023115042,Tupax,Bgy,,,,R, 588 ,
023115043,Usol,Bgy,,,,R," 1,725 ",
023115044,Villa Bello,Bgy,,,,R, 597 ,
023116000,Luna,Mun,,,5th,," 19,326 ",
023116001,Bustamante,Bgy,,,,R, 940 ,
023116002,Centro 1 (Pob.),Bgy,,,,U, 764 ,
023116003,Centro 2 (Pob.),Bgy,,,,R," 1,562 ",
023116004,Centro 3 (Pob.),Bgy,,,,R, 646 ,
023116005,Concepcion,Bgy,,,,R, 754 ,
023116006,Dadap,Bgy,,,,R," 1,113 ",
023116007,Harana,Bgy,,,,R," 1,528 ",
023116008,Lalog 1,Bgy,,,,R," 1,277 ",
023116009,Lalog 2,Bgy,,,,R, 776 ,
023116010,Luyao,Bgy,,,,R, 527 ,
023116011,Macañao,Bgy,,,,R, 875 ,
023116012,Macugay,Bgy,,,,R, 392 ,
023116013,Mambabanga,Bgy,,,,R," 2,344 ",
023116014,Pulay,Bgy,,,,R," 1,021 ",
023116015,Puroc,Bgy,,,,R," 1,323 ",
023116016,San Isidro,Bgy,,,,R, 361 ,
023116017,San Miguel,Bgy,,,,R," 1,397 ",
023116018,Santo Domingo,Bgy,,,,R," 1,263 ",
023116019,Union Kalinga,Bgy,,,,R, 463 ,
023117000,Maconacon,Mun,,,3rd,," 4,253 ",
023117001,Diana,Bgy,,,,R, 165 ,
023117002,Eleonor (Pob.),Bgy,,,,R, 244 ,
023117003,Fely (Pob.),Bgy,,,,R, 813 ,
023117004,Lita (Pob.),Bgy,,,,R, 292 ,
023117005,Reina Mercedes,Bgy,,,,R, 646 ,
023117006,Minanga,Bgy,,,,R, 535 ,
023117007,Malasin,Bgy,,,,R, 558 ,
023117008,Canadam,Bgy,,,,R, 227 ,
023117009,Aplaya,Bgy,,,,R, 338 ,
023117010,Santa Marina,Bgy,Dianggo,,,R, 435 ,
023118000,Delfin Albano,Mun,Magsaysay,,4th,," 26,614 ",
023118001,Aga,Bgy,,,,R, 897 ,
023118002,Andarayan,Bgy,,,,R," 1,310 ",
023118003,Aneg,Bgy,,,,R," 1,555 ",
023118004,Bayabo,Bgy,,,,R, 987 ,
023118006,Calinaoan Sur,Bgy,,,,R, 445 ,
023118007,Capitol,Bgy,,,,R, 797 ,
023118008,Carmencita,Bgy,,,,R," 1,355 ",
023118009,Concepcion,Bgy,,,,R, 408 ,
023118010,Maui,Bgy,,,,R, 794 ,
023118011,Quibal,Bgy,,,,R, 427 ,
023118012,Ragan Almacen,Bgy,,,,R, 314 ,
023118013,Ragan Norte,Bgy,,,,R, 599 ,
023118014,Ragan Sur (Pob.),Bgy,,,,R," 1,809 ",
023118015,Rizal,Bgy,Ragan Almacen Alto,,,R," 1,379 ",
023118016,San Andres,Bgy,,,,R, 505 ,
023118017,San Antonio,Bgy,,,,R," 2,977 ",
023118018,San Isidro,Bgy,,,,R, 533 ,
023118019,San Jose,Bgy,,,,R," 1,050 ",
023118020,San Juan,Bgy,,,,R," 1,790 ",
023118021,San Macario,Bgy,,,,R, 552 ,
023118022,San Nicolas,Bgy,Fusi,,,R, 803 ,
023118023,San Patricio,Bgy,,,,R, 535 ,
023118024,San Roque,Bgy,,,,R, 324 ,
023118025,Santo Rosario,Bgy,,,,R, 837 ,
023118026,Santor,Bgy,,,,R, 742 ,
023118027,Villa Luz,Bgy,,,,R, 966 ,
023118028,Villa Pereda,Bgy,,,,R, 759 ,
023118029,Visitacion,Bgy,,,,R, 478 ,
023118030,Caloocan,Bgy,,,,R, 687 ,
023119000,Mallig,Mun,,,4th,," 30,459 ",
023119001,San Pedro,Bgy,Barucbuc Sur,,,R," 1,388 ",
023119002,Binmonton,Bgy,,,,R," 1,737 ",
023119003,Casili,Bgy,,,,R," 1,277 ",
023119004,Centro I (Pob.),Bgy,,,,R," 2,015 ",
023119005,Holy Friday,Bgy,,,,R," 1,727 ",
023119006,Maligaya,Bgy,,,,R," 2,336 ",
023119007,Manano,Bgy,,,,R," 1,947 ",
023119008,Olango,Bgy,,,,R," 2,129 ",
023119009,Centro II (Pob.),Bgy,,,,R," 1,280 ",
023119010,Rang-ayan,Bgy,,,,R," 1,616 ",
023119011,San Jose Norte I,Bgy,,,,R," 2,244 ",
023119012,San Jose Sur,Bgy,,,,R," 1,911 ",
023119013,Siempre Viva Norte,Bgy,,,,R," 1,972 ",
023119014,Trinidad,Bgy,,,,R, 449 ,
023119015,Victoria,Bgy,,,,R," 1,049 ",
023119016,San Jose Norte II,Bgy,,,,R," 2,301 ",
023119017,San Ramon,Bgy,,,,R, 806 ,
023119018,Siempre Viva Sur,Bgy,,,,R," 2,275 ",
023120000,Naguilian,Mun,,,4th,," 31,902 ",
023120001,Aguinaldo,Bgy,,,,R, 343 ,
023120002,Bagong Sikat,Bgy,,,,R, 752 ,
023120003,Burgos,Bgy,,,,R," 1,984 ",
023120004,Cabaruan,Bgy,,,,R," 1,539 ",
023120005,Flores,Bgy,,,,R, 912 ,
023120006,La Union,Bgy,,,,R, 785 ,
023120007,Magsaysay (Pob.),Bgy,,,,U," 2,846 ",
023120008,Manaring,Bgy,,,,R, 289 ,
023120009,Mansibang,Bgy,,,,R, 697 ,
023120010,Minallo,Bgy,,,,R," 2,742 ",
023120011,Minanga,Bgy,,,,R," 1,487 ",
023120012,Palattao,Bgy,,,,R," 2,473 ",
023120013,Quezon (Pob.),Bgy,,,,R," 1,567 ",
023120014,Quinalabasa,Bgy,,,,R, 613 ,
023120015,Quirino (Pob.),Bgy,,,,R," 2,259 ",
023120016,Rangayan,Bgy,,,,R, 750 ,
023120017,Rizal,Bgy,,,,R, 421 ,
023120018,Roxas (Pob.),Bgy,,,,U," 1,928 ",
023120019,San Manuel,Bgy,,,,R," 2,300 ",
023120020,Santo Tomas,Bgy,,,,R, 701 ,
023120021,Sunlife,Bgy,,,,R, 578 ,
023120022,Surcoc,Bgy,,,,R," 1,542 ",
023120023,Tomines,Bgy,,,,R, 323 ,
023120024,Villa Paz,Bgy,,,,R," 1,521 ",
023120025,Santa Victoria,Bgy,Villa Capuchino,,,R, 550 ,
023121000,Palanan,Mun,,,1st,," 17,260 ",
023121001,Bisag,Bgy,,,,R, 864 ,
023121002,Dialaoyao,Bgy,,,,R," 1,080 ",
023121003,Dicadyuan,Bgy,,,,R, 785 ,
023121004,Didiyan,Bgy,,,,R," 1,544 ",
023121005,Dimalicu-licu,Bgy,,,,R, 448 ,
023121006,Dimasari,Bgy,,,,R, 779 ,
023121007,Dimatican,Bgy,,,,R, 862 ,
023121008,Maligaya,Bgy,,,,R," 1,748 ",
023121009,Marikit,Bgy,,,,R, 761 ,
023121010,Dicabisagan East (Pob.),Bgy,,,,R," 1,105 ",
023121011,Dicabisagan West (Pob.),Bgy,,,,R," 2,336 ",
023121012,Santa Jacinta,Bgy,,,,R, 883 ,
023121013,Villa Robles,Bgy,,,,R, 809 ,
023121014,Culasi,Bgy,,,,R," 1,219 ",
023121015,Alomanay,Bgy,,,,R, 657 ,
023121016,Diddadungan,Bgy,,,,R, 580 ,
023121017,San Isidro,Bgy,,,,R, 800 ,
023122000,Quezon,Mun,,,4th,," 25,860 ",
023122001,Abut,Bgy,,,,R," 2,568 ",
023122002,Alunan (Pob.),Bgy,,,,U," 1,406 ",
023122003,Arellano (Pob.),Bgy,,,,U," 2,877 ",
023122004,Aurora,Bgy,,,,R, 444 ,
023122005,Barucboc Norte,Bgy,,,,R," 3,303 ",
023122006,Estrada,Bgy,,,,R, 751 ,
023122007,Santos (Pob.),Bgy,,,,R," 3,192 ",
023122008,Lepanto,Bgy,,,,R," 1,624 ",
023122009,Mangga,Bgy,,,,R, 822 ,
023122010,Minagbag,Bgy,,,,R," 3,326 ",
023122011,Samonte (Pob.),Bgy,,,,U," 1,865 ",
023122012,Turod,Bgy,,,,R, 915 ,
023122013,Dunmon,Bgy,,,,R, 606 ,
023122014,Calangigan,Bgy,Calamagui,,,R, 729 ,
023122015,San Juan,Bgy,,,,R," 1,432 ",
023123000,Quirino,Mun,,,4th,," 24,501 ",
023123001,Binarzang,Bgy,,,,R," 1,041 ",
023123002,Cabaruan,Bgy,,,,R, 530 ,
023123003,Camaal,Bgy,,,,R," 1,343 ",
023123004,Dolores,Bgy,,,,R," 1,334 ",
023123005,Luna,Bgy,,,,R," 1,960 ",
023123006,Manaoag,Bgy,,,,R, 878 ,
023123007,Rizal,Bgy,,,,R, 853 ,
023123008,San Isidro,Bgy,,,,R, 400 ,
023123009,San Jose,Bgy,,,,R, 870 ,
023123010,San Juan,Bgy,,,,R," 2,199 ",
023123011,San Mateo,Bgy,,,,R," 1,554 ",
023123012,San Vicente,Bgy,,,,R, 790 ,
023123013,Santa Catalina,Bgy,,,,R, 871 ,
023123014,Santa Lucia (Pob.),Bgy,,,,R," 2,098 ",
023123015,Santiago,Bgy,,,,R," 1,774 ",
023123016,Santo Domingo,Bgy,,,,R," 2,745 ",
023123017,Sinait,Bgy,,,,R, 443 ,
023123018,Suerte,Bgy,,,,R, 715 ,
023123019,Villa Bulusan,Bgy,,,,R, 372 ,
023123020,Villa Miguel,Bgy,Ugak,,,R, 741 ,
023123021,Vintar,Bgy,,,,R, 990 ,
023124000,Ramon,Mun,,,2nd,," 52,707 ",
023124001,Ambatali,Bgy,,,,R," 3,537 ",
023124002,Bantug,Bgy,,,,R," 1,211 ",
023124004,Bugallon Norte,Bgy,,,,U," 5,344 ",
023124005,Burgos,Bgy,,,,R," 2,820 ",
023124006,Nagbacalan,Bgy,,,,R," 1,404 ",
023124007,Oscariz,Bgy,,,,U," 3,345 ",
023124008,Pabil,Bgy,,,,R, 841 ,
023124009,Pagrang-ayan,Bgy,,,,R," 2,183 ",
023124011,Planas,Bgy,,,,R," 2,819 ",
023124012,Purok ni Bulan,Bgy,,,,R, 656 ,
023124013,Raniag,Bgy,,,,U," 5,337 ",
023124014,San Antonio,Bgy,,,,R," 1,873 ",
023124015,San Miguel,Bgy,,,,R," 4,884 ",
023124016,San Sebastian,Bgy,,,,R," 1,453 ",
023124018,Villa Beltran,Bgy,,,,R, 879 ,
023124019,Villa Carmen,Bgy,,,,R," 1,435 ",
023124020,Villa Marcos,Bgy,,,,R, 902 ,
023124021,General Aguinaldo,Bgy,,,,U," 4,747 ",
023124022,Bugallon Proper (Pob.),Bgy,,,,U," 7,037 ",
023125000,Reina Mercedes,Mun,,,4th,," 26,998 ",
023125001,Banquero,Bgy,,,,R," 2,392 ",
023125002,Binarsang,Bgy,,,,R, 431 ,
023125003,Cutog Grande,Bgy,,,,R," 1,029 ",
023125004,Cutog Pequeño,Bgy,,,,R, 548 ,
023125005,Dangan,Bgy,,,,R," 2,854 ",
023125006,District I (Pob.),Bgy,,,,R," 1,378 ",
023125007,District II (Pob.),Bgy,,,,R," 2,034 ",
023125008,Labinab Grande (Pob.),Bgy,,,,R, 927 ,
023125009,Labinab Pequeño (Pob.),Bgy,,,,R," 1,161 ",
023125010,Mallalatang Grande,Bgy,,,,R, 631 ,
023125011,Mallalatang Tunggui,Bgy,,,,R, 742 ,
023125012,Napaccu Grande,Bgy,,,,R," 1,167 ",
023125013,Napaccu Pequeño,Bgy,,,,U," 1,447 ",
023125014,Salucong,Bgy,,,,R, 475 ,
023125015,Santor,Bgy,,,,R," 1,401 ",
023125016,Sinippil,Bgy,,,,R," 1,302 ",
023125017,Tallungan (Pob.),Bgy,,,,U," 1,894 ",
023125019,Turod,Bgy,,,,R," 2,907 ",
023125020,Villador,Bgy,,,,R," 1,184 ",
023125021,Santiago,Bgy,,,,R," 1,094 ",
023126000,Roxas,Mun,,,1st,," 61,773 ",
023126001,Anao,Bgy,,,,R, 833 ,
023126004,Imbiao,Bgy,,,,R," 1,627 ",
023126005,Lanting,Bgy,,,,R," 1,195 ",
023126006,Lucban,Bgy,,,,R, 811 ,
023126007,Marcos,Bgy,,,,R," 1,431 ",
023126008,Masigun,Bgy,,,,R, 858 ,
023126011,Rizal (Pob.),Bgy,,,,U," 6,026 ",
023126012,Vira (Pob.),Bgy,,,,U," 3,546 ",
023126013,Bantug (Pob.),Bgy,,,,U," 5,834 ",
023126014,Luna (Pob.),Bgy,,,,R," 1,666 ",
023126015,Quiling,Bgy,,,,R," 1,443 ",
023126016,Rang-ayan,Bgy,,,,U," 1,283 ",
023126017,San Antonio,Bgy,,,,R," 3,454 ",
023126018,San Jose,Bgy,,,,R," 1,448 ",
023126019,San Pedro,Bgy,,,,R," 1,300 ",
023126020,San Placido,Bgy,,,,U," 3,121 ",
023126021,San Rafael,Bgy,,,,R," 3,694 ",
023126023,Simimbaan,Bgy,,,,R," 3,114 ",
023126024,Sinamar,Bgy,,,,R," 1,640 ",
023126025,Sotero Nuesa,Bgy,,,,U," 6,139 ",
023126026,Villa Concepcion,Bgy,,,,R," 1,206 ",
023126028,Matusalem,Bgy,,,,R," 2,342 ",
023126029,Muñoz East,Bgy,,,,R," 2,077 ",
023126030,Muñoz West,Bgy,,,,R," 3,623 ",
023126031,Doña Concha,Bgy,,,,R, 661 ,
023126032,San Luis,Bgy,,,,R," 1,401 ",
023127000,San Agustin,Mun,,,3rd,," 22,880 ",
023127001,Bautista,Bgy,,,,R," 1,226 ",
023127002,Calaocan,Bgy,,,,R, 525 ,
023127003,Dabubu Grande,Bgy,,,,R," 1,396 ",
023127004,Dabubu Pequeño,Bgy,,,,R, 554 ,
023127005,Dappig,Bgy,,,,R, 555 ,
023127006,Laoag,Bgy,,,,R," 1,100 ",
023127007,Mapalad,Bgy,,,,R," 1,670 ",
023127008,Masaya Centro (Pob.),Bgy,,,,U," 1,585 ",
023127009,Masaya Norte,Bgy,,,,R," 1,211 ",
023127010,Masaya Sur,Bgy,,,,R," 2,499 ",
023127011,Nemmatan,Bgy,,,,R, 616 ,
023127012,Palacian,Bgy,,,,R," 1,391 ",
023127013,Panang,Bgy,,,,R, 875 ,
023127014,Quimalabasa Norte,Bgy,,,,R, 654 ,
023127015,Quimalabasa Sur,Bgy,,,,R, 509 ,
023127016,Rang-ay,Bgy,,,,R, 413 ,
023127017,Salay,Bgy,,,,R," 1,189 ",
023127018,San Antonio,Bgy,,,,R, 594 ,
023127019,Santo Niño,Bgy,,,,R," 1,480 ",
023127020,Santos,Bgy,,,,R, 555 ,
023127021,Sinaoangan Norte,Bgy,,,,R, 613 ,
023127022,Sinaoangan Sur,Bgy,,,,R, 609 ,
023127023,Virgoneza,Bgy,,,,R," 1,061 ",
023128000,San Guillermo,Mun,,,4th,," 20,200 ",
023128001,Anonang,Bgy,,,,R, 481 ,
023128002,Aringay,Bgy,,,,R, 458 ,
023128004,Centro 1 (Pob.),Bgy,,,,R," 2,518 ",
023128005,Centro 2 (Pob.),Bgy,,,,R," 2,332 ",
023128006,Colorado,Bgy,,,,R," 1,130 ",
023128007,Dietban,Bgy,,,,R, 744 ,
023128008,Dingading,Bgy,,,,R, 992 ,
023128009,Dipacamo,Bgy,,,,R, 822 ,
023128010,Estrella,Bgy,,,,R, 456 ,
023128011,Guam,Bgy,,,,R," 1,059 ",
023128013,Nakar,Bgy,,,,R, 760 ,
023128014,Palawan,Bgy,,,,R, 486 ,
023128015,Progreso,Bgy,,,,R, 575 ,
023128016,Rizal,Bgy,,,,R," 1,429 ",
023128017,San Francisco Sur,Bgy,,,,R, 400 ,
023128018,San Mariano Norte,Bgy,,,,R, 249 ,
023128019,San Mariano Sur,Bgy,,,,R, 644 ,
023128020,Sinalugan,Bgy,,,,R, 657 ,
023128021,Villa Remedios,Bgy,,,,R, 288 ,
023128022,Villa Rose,Bgy,,,,R, 726 ,
023128023,Villa Sanchez,Bgy,,,,R, 559 ,
023128024,Villa Teresita,Bgy,,,,R, 370 ,
023128025,Burgos,Bgy,,,,R, 912 ,
023128026,San Francisco Norte,Bgy,,,,R, 514 ,
023128027,Calaoagan,Bgy,,,,R, 411 ,
023128028,San Rafael,Bgy,,,,R, 228 ,
023129000,San Isidro,Mun,,,5th,," 24,861 ",
023129001,Camarag,Bgy,,,,R," 1,672 ",
023129002,Cebu,Bgy,,,,R," 2,753 ",
023129003,Gomez,Bgy,,,,R," 2,517 ",
023129004,Gud,Bgy,,,,R," 1,607 ",
023129005,Nagbukel,Bgy,,,,R," 1,790 ",
023129006,Patanad,Bgy,,,,R, 732 ,
